WKT,fid,Land,Typ,Bezeichnung,Leistung (MWp),Jahr der Inbetriebnahme,Breitengrad_HP,Längengrad_HP,PLZ
"POINT (9.82872225 54.23982083)",125.0,DE,PVA,Grotenheid,114.0,2019.0,54.23982083,9.82872225,24802
"POINT (8.942575229 50.62239505)",126.0,DE,PVA,Grünberg,361.0,2021.0,50.62239505,8.942575229,35305
"POINT (11.60340885 51.78578866)",127.0,DE,PVA,Güsten,297.0,2015.0,51.78578866,11.60340885,39439
"POINT (12.19037914 53.79373804)",128.0,DE,PVA,Güstrow,41.0,2014.0,53.79373804,12.19037914,18273
"POINT (12.19395838 53.79211112)",129.0,DE,PVA,Güstrow Ost,104.0,2018.0,53.79211112,12.19395838,18273
"POINT (10.68151538 50.19276257)",130.0,DE,PVA,Hafenpreppach,1773.0,2024.0,50.19276257,10.68151538,96126
"POINT (14.95601983 51.10571775)",131.0,DE,PVA,Hagenwerder,135.0,2015.0,51.10571775,14.95601983,02827
"POINT (7.291682101 50.00883282)",132.0,DE,PVA,Haserich,256.0,2024.0,50.00883282,7.291682101,56858
"POINT (12.16546156 52.81042108)",133.0,DE,PVA,Havelberg,11.0,2021.0,52.81042108,12.16546156,39539
"POINT (12.66835928 51.14060581)",134.0,DE,PVA,Heinersdorf,708.0,2010.0,51.14060581,12.66835928,04651
"POINT (13.34358864 53.62552053)",135.0,DE,PVA,Hellfeld,15.0,2013.0,53.62552053,13.34358864,17039
"POINT (10.80768347 51.49866762)",136.0,DE,PVA,Hesserode,297.0,2015.0,51.49866762,10.80768347,99734
"POINT (10.80182653 51.49232261)",137.0,DE,PVA,Hesserode 2,93.0,2020.0,51.49232261,10.80182653,99734
"POINT (10.81183213 51.50013186)",138.0,DE,PVA,Hesserode 3,5.0,2022.0,51.50013186,10.81183213,99734
"POINT (11.50371281 51.64468434)",139.0,DE,PVA,Hettstedt,286.0,2017.0,51.64468434,11.50371281,06333
"POINT (13.20893537 54.18906444)",140.0,DE,PVA,Hildebrandshagen,992.0,2015.0,54.18906444,13.20893537,18519
"POINT (13.20893537 54.18906444)",140.0,DE,PVA,Hildebrandshagen,992.0,2015.0,54.18906444,13.20893537,18519
"POINT (13.20893537 54.18906444)",140.0,DE,PVA,Hildebrandshagen,992.0,2015.0,54.18906444,13.20893537,18519
"POINT (13.20893537 54.18906444)",140.0,DE,PVA,Hildebrandshagen,992.0,2015.0,54.18906444,13.20893537,18519
"POINT (13.20893537 54.18906444)",140.0,DE,PVA,Hildebrandshagen,992.0,2015.0,54.18906444,13.20893537,18519
"POINT (13.20893537 54.18906444)",140.0,DE,PVA,Hildebrandshagen,992.0,2015.0,54.18906444,13.20893537,18519
"POINT (13.20893537 54.18906444)",140.0,DE,PVA,Hildebrandshagen,992.0,2015.0,54.18906444,13.20893537,18519
"POINT (13.20893537 54.18906444)",140.0,DE,PVA,Hildebrandshagen,992.0,2015.0,54.18906444,13.20893537,18519
"POINT (13.20893537 54.18906444)",140.0,DE,PVA,Hildebrandshagen,992.0,2015.0,54.18906444,13.20893537,18519
"POINT (11.26774476 52.23676686)",141.0,DE,PVA,Hillersleben 1+2,1899.0,2014.0,52.23676686,11.26774476,39343
"POINT (11.01037143 50.10484049)",142.0,DE,PVA,Hochstadt-Obersdorf,1468.0,2021.0,50.10484049,11.01037143,96231
"POINT (11.01037143 50.10484049)",142.0,DE,PVA,Hochstadt-Obersdorf,1468.0,2021.0,50.10484049,11.01037143,96231
"POINT (11.01037143 50.10484049)",142.0,DE,PVA,Hochstadt-Obersdorf,1468.0,2021.0,50.10484049,11.01037143,96231
"POINT (11.00158602 50.10223741)",143.0,DE,PVA,Hochstadt-Wolfsloch,863.0,2021.0,50.10223741,11.00158602,96231
"POINT (11.00158602 50.10223741)",143.0,DE,PVA,Hochstadt-Wolfsloch,863.0,2021.0,50.10223741,11.00158602,96231
"POINT (11.6576981 51.88092181)",144.0,DE,PVA,Hohenerxleben,125.0,2014.0,51.88092181,11.6576981,39443
"POINT (12.0698785 52.66066068)",145.0,DE,PVA,Hohengöhren 1+2,375.0,2014.0,52.66066068,12.0698785,39524
"POINT (12.06597388 52.6733507)",146.0,DE,PVA,Hohengöhren 3,162.0,2015.0,52.6733507,12.06597388,39524
"POINT (13.90630309 53.29517012)",147.0,DE,PVA,Hohengüstow,156.0,2022.0,53.29517012,13.90630309,17291
"POINT (10.67293653 50.85796601)",148.0,DE,PVA,Hohenkirchen,511.0,2019.0,50.85796601,10.67293653,99887
"POINT (10.67293653 50.85796601)",148.0,DE,PVA,Hohenkirchen,511.0,2019.0,50.85796601,10.67293653,99887
"POINT (10.67293653 50.85796601)",148.0,DE,PVA,Hohenkirchen,511.0,2019.0,50.85796601,10.67293653,99887
"POINT (10.67293653 50.85796601)",148.0,DE,PVA,Hohenkirchen,511.0,2019.0,50.85796601,10.67293653,99887
"POINT (12.11513829 51.51640004)",149.0,DE,PVA,Hohenthurm,214.0,2012.0,51.51640004,12.11513829,06188
"POINT (11.57754187 53.96529979)",150.0,DE,PVA,Hornstorf Nord,143.0,2023.0,53.96529979,11.57754187,23974
"POINT (11.60189391 53.899163)",151.0,DE,PVA,Hornstorf Süd,128.0,2022.0,53.899163,11.60189391,23970
"POINT (10.43491706 50.99043137)",152.0,DE,PVA,Hörselberg-Hainich,458.0,2015.0,50.99043137,10.43491706,99820
"POINT (10.43491706 50.99043137)",152.0,DE,PVA,Hörselberg-Hainich,458.0,2015.0,50.99043137,10.43491706,99820
"POINT (10.43491706 50.99043137)",152.0,DE,PVA,Hörselberg-Hainich,458.0,2015.0,50.99043137,10.43491706,99820
"POINT (10.43491706 50.99043137)",152.0,DE,PVA,Hörselberg-Hainich,458.0,2015.0,50.99043137,10.43491706,99820
"POINT (7.306450823 52.09996201)",153.0,DE,PVA,Horstmar,636.0,2020.0,52.09996201,7.306450823,48612
"POINT (9.558257566 54.75612746)",154.0,DE,PVA,Husby,94.0,2020.0,54.75612746,9.558257566,24975
"POINT (9.558257566 54.75612746)",154.0,DE,PVA,Husby,94.0,2020.0,54.75612746,9.558257566,24975
"POINT (11.85839392 49.92489755)",155.0,DE,PVA,Immenreuth,576.0,2014.0,49.92489755,11.85839392,95505
"POINT (13.30344782 53.89654262)",156.0,DE,PVA,Jarmen,595.0,2020.0,53.89654262,13.30344782,17126
"POINT (14.00224594 53.51463065)",157.0,DE,PVA,Jatznick,276.0,2013.0,53.51463065,14.00224594,17309
"POINT (11.47625896 49.12480386)",158.0,DE,PVA,Kallmünz-Effenricht,10.0,2019.0,49.12480386,11.47625896,92334
"POINT (11.47625896 49.12480386)",158.0,DE,PVA,Kallmünz-Effenricht,10.0,2019.0,49.12480386,11.47625896,92334
"POINT (11.47625896 49.12480386)",158.0,DE,PVA,Kallmünz-Effenricht,10.0,2019.0,49.12480386,11.47625896,92334
"POINT (11.47625896 49.12480386)",158.0,DE,PVA,Kallmünz-Effenricht,10.0,2019.0,49.12480386,11.47625896,92334
"POINT (11.47625896 49.12480386)",158.0,DE,PVA,Kallmünz-Effenricht,10.0,2019.0,49.12480386,11.47625896,92334
"POINT (11.47625896 49.12480386)",158.0,DE,PVA,Kallmünz-Effenricht,10.0,2019.0,49.12480386,11.47625896,92334
"POINT (11.47625896 49.12480386)",158.0,DE,PVA,Kallmünz-Effenricht,10.0,2019.0,49.12480386,11.47625896,92334
"POINT (11.47625896 49.12480386)",158.0,DE,PVA,Kallmünz-Effenricht,10.0,2019.0,49.12480386,11.47625896,92334
"POINT (11.47625896 49.12480386)",158.0,DE,PVA,Kallmünz-Effenricht,10.0,2019.0,49.12480386,11.47625896,92334
"POINT (11.7309337 49.16324833)",159.0,DE,PVA,Kallmünz-Eichensee,306.0,2019.0,49.16324833,11.7309337,92331
"POINT (11.85755398 49.22377185)",160.0,DE,PVA,Kallmünz-Fichten,10.0,2019.0,49.22377185,11.85755398,92366
"POINT (11.85755398 49.22377185)",160.0,DE,PVA,Kallmünz-Fichten,10.0,2019.0,49.22377185,11.85755398,92366
"POINT (11.85755398 49.22377185)",160.0,DE,PVA,Kallmünz-Fichten,10.0,2019.0,49.22377185,11.85755398,92366
"POINT (11.85755398 49.22377185)",160.0,DE,PVA,Kallmünz-Fichten,10.0,2019.0,49.22377185,11.85755398,92366
"POINT (11.85755398 49.22377185)",160.0,DE,PVA,Kallmünz-Fichten,10.0,2019.0,49.22377185,11.85755398,92366
"POINT (11.85755398 49.22377185)",160.0,DE,PVA,Kallmünz-Fichten,10.0,2019.0,49.22377185,11.85755398,92366
"POINT (11.85755398 49.22377185)",160.0,DE,PVA,Kallmünz-Fichten,10.0,2019.0,49.22377185,11.85755398,92366
"POINT (11.85755398 49.22377185)",160.0,DE,PVA,Kallmünz-Fichten,10.0,2019.0,49.22377185,11.85755398,92366
"POINT (11.85755398 49.22377185)",160.0,DE,PVA,Kallmünz-Fichten,10.0,2019.0,49.22377185,11.85755398,92366
"POINT (11.73044563 49.16585142)",161.0,DE,PVA,Kallmünz-Hörmannsdorf,1401.0,2020.0,49.16585142,11.73044563,92331
"POINT (11.90904567 49.15740089)",162.0,DE,PVA,Kallmünz-Kallmünz,1198.0,2019.0,49.15740089,11.90904567,93183
"POINT (11.73646525 49.16357372)",163.0,DE,PVA,Kallmünz-Kühnhausen,1292.0,2019.0,49.16357372,11.73646525,92331
"POINT (14.09857255 51.2945174)",164.0,DE,PVA,Kamenz,381.0,2013.0,51.2945174,14.09857255,01917
"POINT (13.29747955 54.08171937)",165.0,DE,PVA,Kammin,751.0,2018.0,54.08171937,13.29747955,17498
"POINT (13.29747955 54.08171937)",165.0,DE,PVA,Kammin,751.0,2018.0,54.08171937,13.29747955,17498
"POINT (13.61725852 54.09532095)",166.0,DE,PVA,Kemnitz,1036.0,2023.0,54.09532095,13.61725852,17509
"POINT (13.61725852 54.09532095)",166.0,DE,PVA,Kemnitz,1036.0,2023.0,54.09532095,13.61725852,17509
"POINT (13.61725852 54.09532095)",166.0,DE,PVA,Kemnitz,1036.0,2023.0,54.09532095,13.61725852,17509
"POINT (13.61725852 54.09532095)",166.0,DE,PVA,Kemnitz,1036.0,2023.0,54.09532095,13.61725852,17509
"POINT (13.61725852 54.09532095)",166.0,DE,PVA,Kemnitz,1036.0,2023.0,54.09532095,13.61725852,17509
"POINT (13.61725852 54.09532095)",166.0,DE,PVA,Kemnitz,1036.0,2023.0,54.09532095,13.61725852,17509
"POINT (13.61725852 54.09532095)",166.0,DE,PVA,Kemnitz,1036.0,2023.0,54.09532095,13.61725852,17509
"POINT (13.61725852 54.09532095)",166.0,DE,PVA,Kemnitz,1036.0,2023.0,54.09532095,13.61725852,17509
"POINT (13.61725852 54.09532095)",166.0,DE,PVA,Kemnitz,1036.0,2023.0,54.09532095,13.61725852,17509
"POINT (11.69013588 52.62681827)",167.0,DE,PVA,Kläden,77.0,2016.0,52.62681827,11.69013588,39628
"POINT (11.69013588 52.62681827)",167.0,DE,PVA,Kläden,77.0,2016.0,52.62681827,11.69013588,39628
"POINT (11.58387797 53.39468266)",168.0,DE,PVA,Klein Laasch,14.0,2022.0,53.39468266,11.58387797,19306
"POINT (10.86118823 48.21330848)",169.0,DE,PVA,Kleinaitingen,487.0,2010.0,48.21330848,10.86118823,86507
"POINT (10.86118823 48.21330848)",169.0,DE,PVA,Kleinaitingen,487.0,2010.0,48.21330848,10.86118823,86507
"POINT (10.86118823 48.21330848)",169.0,DE,PVA,Kleinaitingen,487.0,2010.0,48.21330848,10.86118823,86507
"POINT (10.86118823 48.21330848)",169.0,DE,PVA,Kleinaitingen,487.0,2010.0,48.21330848,10.86118823,86507
"POINT (10.34329784 49.75499865)",170.0,DE,PVA,Kleinlangheim,433.0,2014.0,49.75499865,10.34329784,97355
"POINT (12.18491143 52.36107203)",171.0,DE,PVA,Kleinwusterwitz,699.0,2014.0,52.36107203,12.18491143,39307
"POINT (11.14357073 50.91138529)",172.0,DE,PVA,Klettbach,191.0,2010.0,50.91138529,11.14357073,99102
"POINT (14.91131501 51.30175433)",173.0,DE,PVA,Kodersdorf,381.0,2012.0,51.30175433,14.91131501,02923
"POINT (11.91253445 50.38169989)",174.0,DE,PVA,Köditz,993.0,2019.0,50.38169989,11.91253445,95183
"POINT (11.91253445 50.38169989)",174.0,DE,PVA,Köditz,993.0,2019.0,50.38169989,11.91253445,95183
"POINT (11.91253445 50.38169989)",174.0,DE,PVA,Köditz,993.0,2019.0,50.38169989,11.91253445,95183
"POINT (11.91253445 50.38169989)",174.0,DE,PVA,Köditz,993.0,2019.0,50.38169989,11.91253445,95183
"POINT (11.91253445 50.38169989)",174.0,DE,PVA,Köditz,993.0,2019.0,50.38169989,11.91253445,95183
"POINT (11.91253445 50.38169989)",174.0,DE,PVA,Köditz,993.0,2019.0,50.38169989,11.91253445,95183
"POINT (11.91253445 50.38169989)",174.0,DE,PVA,Köditz,993.0,2019.0,50.38169989,11.91253445,95183
"POINT (11.91253445 50.38169989)",174.0,DE,PVA,Köditz,993.0,2019.0,50.38169989,11.91253445,95183
"POINT (11.91253445 50.38169989)",174.0,DE,PVA,Köditz,993.0,2019.0,50.38169989,11.91253445,95183
"POINT (11.97569356 51.74890003)",175.0,DE,PVA,Köthen,486.0,2011.0,51.74890003,11.97569356,06366
"POINT (11.97569356 51.74890003)",175.0,DE,PVA,Köthen,486.0,2011.0,51.74890003,11.97569356,06366
"POINT (11.97569356 51.74890003)",175.0,DE,PVA,Köthen,486.0,2011.0,51.74890003,11.97569356,06366
"POINT (11.97569356 51.74890003)",175.0,DE,PVA,Köthen,486.0,2011.0,51.74890003,11.97569356,06366
"POINT (13.89003383 53.2710916)",176.0,DE,PVA,Kröchlendorff,1811.0,2016.0,53.2710916,13.89003383,17291
