WKT,fid,Land,Typ,Bezeichnung,Leistung (MWp),Jahr der Inbetriebnahme,Breitengrad_HP,Längengrad_HP,PLZ
"POINT (10.82924695 48.16933108)",283.0,DE,PVA,Schwabstadl,998.0,2014.0,48.16933108,10.82924695,86836
"POINT (10.82924695 48.16933108)",283.0,DE,PVA,Schwabstadl,998.0,2014.0,48.16933108,10.82924695,86836
"POINT (10.83430363 48.16849589)",284.0,DE,PVA,Schwabstadl 3,336.0,2017.0,48.16849589,10.83430363,86836
"POINT (11.23230826 51.93751729)",285.0,DE,PVA,Schwanebeck,185.0,2022.0,51.93751729,11.23230826,39397
"POINT (14.37873079 52.50770184)",286.0,DE,PVA,Seelow,236.0,2014.0,52.50770184,14.37873079,15306
"POINT (12.10209394 50.16977019)",287.0,DE,PVA,Selb,199.0,2015.0,50.16977019,12.10209394,95100
"POINT (12.34102405 51.50768965)",288.0,DE,PVA,Serbitz,587.0,2015.0,51.50768965,12.34102405,04509
"POINT (10.8267397 50.19596561)",289.0,DE,PVA,Seßlach,22.0,2025.0,50.19596561,10.8267397,96145
"POINT (12.11101674 51.52399237)",290.0,DE,PVA,Sietzsch,986.0,2012.0,51.52399237,12.11101674,06188
"POINT (12.11101674 51.52399237)",290.0,DE,PVA,Sietzsch,986.0,2012.0,51.52399237,12.11101674,06188
"POINT (12.11101674 51.52399237)",290.0,DE,PVA,Sietzsch,986.0,2012.0,51.52399237,12.11101674,06188
"POINT (12.11101674 51.52399237)",290.0,DE,PVA,Sietzsch,986.0,2012.0,51.52399237,12.11101674,06188
"POINT (12.11101674 51.52399237)",290.0,DE,PVA,Sietzsch,986.0,2012.0,51.52399237,12.11101674,06188
"POINT (12.11101674 51.52399237)",290.0,DE,PVA,Sietzsch,986.0,2012.0,51.52399237,12.11101674,06188
"POINT (12.11101674 51.52399237)",290.0,DE,PVA,Sietzsch,986.0,2012.0,51.52399237,12.11101674,06188
"POINT (12.11101674 51.52399237)",290.0,DE,PVA,Sietzsch,986.0,2012.0,51.52399237,12.11101674,06188
"POINT (12.11101674 51.52399237)",290.0,DE,PVA,Sietzsch,986.0,2012.0,51.52399237,12.11101674,06188
"POINT (12.04537715 53.2505502)",291.0,DE,PVA,Silmersdorf,787.0,2017.0,53.2505502,12.04537715,16949
"POINT (12.04537715 53.2505502)",291.0,DE,PVA,Silmersdorf,787.0,2017.0,53.2505502,12.04537715,16949
"POINT (10.9982572 48.89573606)",292.0,DE,PVA,Solnhofen,566.0,2023.0,48.89573606,10.9982572,91807
"POINT (9.649749701 54.72461318)",293.0,DE,PVA,Sörup,81.0,2018.0,54.72461318,9.649749701,24966
"POINT (9.649749701 54.72461318)",293.0,DE,PVA,Sörup,81.0,2018.0,54.72461318,9.649749701,24966
"POINT (12.13769113 51.64689214)",294.0,DE,PVA,Spören,366.0,2022.0,51.64689214,12.13769113,06780
"POINT (9.038595646 50.83081576)",295.0,DE,PVA,Stadtallendorf,617.0,2022.0,50.83081576,9.038595646,35260
"POINT (11.59587735 51.84144165)",296.0,DE,PVA,Staßfurt,224.0,2016.0,51.84144165,11.59587735,39418
"POINT (11.58676656 51.83666933)",297.0,DE,PVA,Staßfurt-Löbnitzer Weg,148.0,2022.0,51.83666933,11.58676656,39418
"POINT (12.93955187 53.68214888)",298.0,DE,PVA,Stavenhagen,75.0,2020.0,53.68214888,12.93955187,17153
"POINT (12.93727418 53.67791887)",299.0,DE,PVA,Stavenhagen 2,318.0,2022.0,53.67791887,12.93727418,17153
"POINT (8.866780687 54.7543579)",300.0,DE,PVA,Stedesand,32.0,,54.7543579,8.866780687,25920
"POINT (11.8141876 52.58989597)",301.0,DE,PVA,Stendal,542.0,2023.0,52.58989597,11.8141876,39576
"POINT (11.8141876 52.58989597)",301.0,DE,PVA,Stendal,542.0,2023.0,52.58989597,11.8141876,39576
"POINT (11.8141876 52.58989597)",301.0,DE,PVA,Stendal,542.0,2023.0,52.58989597,11.8141876,39576
"POINT (11.8141876 52.58989597)",301.0,DE,PVA,Stendal,542.0,2023.0,52.58989597,11.8141876,39576
"POINT (10.45993299 53.92469694)",302.0,DE,PVA,Strukdorf,1171.0,2024.0,53.92469694,10.45993299,23815
"POINT (12.51570012 51.39167994)",303.0,DE,PVA,Taucha,525.0,2012.0,51.39167994,12.51570012,04425
"POINT (12.51570012 51.39167994)",303.0,DE,PVA,Taucha,525.0,2012.0,51.39167994,12.51570012,04425
"POINT (12.51570012 51.39167994)",303.0,DE,PVA,Taucha,525.0,2012.0,51.39167994,12.51570012,04425
"POINT (12.51570012 51.39167994)",303.0,DE,PVA,Taucha,525.0,2012.0,51.39167994,12.51570012,04425
"POINT (11.85047177 51.44272518)",304.0,DE,PVA,Teutschenthal,4118.0,2021.0,51.44272518,11.85047177,06179
"POINT (11.84287945 51.44185749)",305.0,DE,PVA,Teutschenthal 3,636.0,2022.0,51.44185749,11.84287945,06179
"POINT (13.56803882 52.23523342)",306.0,DE,PVA,Töpchin,423.0,2014.0,52.23523342,13.56803882,15749
"POINT (12.93132402 51.55983529)",307.0,DE,PVA,Torgau,888.0,2012.0,51.55983529,12.93132402,04860
"POINT (12.93132402 51.55983529)",307.0,DE,PVA,Torgau,888.0,2012.0,51.55983529,12.93132402,04860
"POINT (11.91127358 50.38226931)",308.0,DE,PVA,Trogen,10.0,2019.0,50.38226931,11.91127358,95183
"POINT (11.91127358 50.38226931)",308.0,DE,PVA,Trogen,10.0,2019.0,50.38226931,11.91127358,95183
"POINT (11.91127358 50.38226931)",308.0,DE,PVA,Trogen,10.0,2019.0,50.38226931,11.91127358,95183
"POINT (11.91127358 50.38226931)",308.0,DE,PVA,Trogen,10.0,2019.0,50.38226931,11.91127358,95183
"POINT (11.91127358 50.38226931)",308.0,DE,PVA,Trogen,10.0,2019.0,50.38226931,11.91127358,95183
"POINT (11.91127358 50.38226931)",308.0,DE,PVA,Trogen,10.0,2019.0,50.38226931,11.91127358,95183
"POINT (11.91127358 50.38226931)",308.0,DE,PVA,Trogen,10.0,2019.0,50.38226931,11.91127358,95183
"POINT (11.91127358 50.38226931)",308.0,DE,PVA,Trogen,10.0,2019.0,50.38226931,11.91127358,95183
"POINT (11.91127358 50.38226931)",308.0,DE,PVA,Trogen,10.0,2019.0,50.38226931,11.91127358,95183
"POINT (11.91168031 50.38068306)",309.0,DE,PVA,Trogen 2.1,206.0,2020.0,50.38068306,11.91168031,95183
"POINT (11.91379531 50.38125248)",310.0,DE,PVA,Trogen 3,1136.0,2022.0,50.38125248,11.91379531,95183
"POINT (11.91379531 50.38125248)",310.0,DE,PVA,Trogen 3,1136.0,2022.0,50.38125248,11.91379531,95183
"POINT (11.91379531 50.38125248)",310.0,DE,PVA,Trogen 3,1136.0,2022.0,50.38125248,11.91379531,95183
"POINT (13.6877423 51.84259372)",311.0,DE,PVA,Uckro,693.0,2023.0,51.84259372,13.6877423,15926
"POINT (11.527126 50.13203255)",312.0,DE,PVA,Untersteinach,975.0,2013.0,50.13203255,11.527126,95369
"POINT (11.527126 50.13203255)",312.0,DE,PVA,Untersteinach,975.0,2013.0,50.13203255,11.527126,95369
"POINT (11.527126 50.13203255)",312.0,DE,PVA,Untersteinach,975.0,2013.0,50.13203255,11.527126,95369
"POINT (11.527126 50.13203255)",312.0,DE,PVA,Untersteinach,975.0,2013.0,50.13203255,11.527126,95369
"POINT (11.527126 50.13203255)",312.0,DE,PVA,Untersteinach,975.0,2013.0,50.13203255,11.527126,95369
"POINT (11.527126 50.13203255)",312.0,DE,PVA,Untersteinach,975.0,2013.0,50.13203255,11.527126,95369
"POINT (11.527126 50.13203255)",312.0,DE,PVA,Untersteinach,975.0,2013.0,50.13203255,11.527126,95369
"POINT (11.527126 50.13203255)",312.0,DE,PVA,Untersteinach,975.0,2013.0,50.13203255,11.527126,95369
"POINT (11.527126 50.13203255)",312.0,DE,PVA,Untersteinach,975.0,2013.0,50.13203255,11.527126,95369
"POINT (11.52655657 50.1317275)",313.0,DE,PVA,Untersteinach 2,6.0,2023.0,50.1317275,11.52655657,95369
"POINT (11.17523443 53.85593374)",314.0,DE,PVA,Upahl,74.0,2019.0,53.85593374,11.17523443,23936
"POINT (11.3612524 52.32259321)",315.0,DE,PVA,Vahldorf,581.0,2015.0,52.32259321,11.3612524,39345
"POINT (11.6701495 49.26427118)",316.0,DE,PVA,Velburg-Hollerstetten,997.0,2020.0,49.26427118,11.6701495,92355
"POINT (11.6701495 49.26427118)",316.0,DE,PVA,Velburg-Hollerstetten,997.0,2020.0,49.26427118,11.6701495,92355
"POINT (11.6701495 49.26427118)",316.0,DE,PVA,Velburg-Hollerstetten,997.0,2020.0,49.26427118,11.6701495,92355
"POINT (11.6701495 49.26427118)",316.0,DE,PVA,Velburg-Hollerstetten,997.0,2020.0,49.26427118,11.6701495,92355
"POINT (11.6701495 49.26427118)",316.0,DE,PVA,Velburg-Hollerstetten,997.0,2020.0,49.26427118,11.6701495,92355
"POINT (11.6701495 49.26427118)",316.0,DE,PVA,Velburg-Hollerstetten,997.0,2020.0,49.26427118,11.6701495,92355
"POINT (11.6701495 49.26427118)",316.0,DE,PVA,Velburg-Hollerstetten,997.0,2020.0,49.26427118,11.6701495,92355
"POINT (11.6701495 49.26427118)",316.0,DE,PVA,Velburg-Hollerstetten,997.0,2020.0,49.26427118,11.6701495,92355
"POINT (11.6701495 49.26427118)",316.0,DE,PVA,Velburg-Hollerstetten,997.0,2020.0,49.26427118,11.6701495,92355
"POINT (11.67275258 49.26166809)",317.0,DE,PVA,Velburg-Mantlach,1687.0,2020.0,49.26166809,11.67275258,92355
"POINT (13.69652771 51.83820101)",318.0,DE,PVA,Walddrehna,5188.0,2012.0,51.83820101,13.69652771,15926
"POINT (9.45556515 54.05288612)",319.0,DE,PVA,Warringholz,112.0,2025.0,54.05288612,9.45556515,25560
"POINT (9.888828974 54.07353634)",320.0,DE,PVA,Wasbek 1 EEG,205.0,2022.0,54.07353634,9.888828974,24647
"POINT (9.887852818 54.06597113)",321.0,DE,PVA,Wasbek 2 PPA,4071.0,2023.0,54.06597113,9.887852818,24647
"POINT (10.33666355 53.94474606)",322.0,DE,PVA,Weede 1,365.0,2025.0,53.94474606,10.33666355,23795
"POINT (11.10945192 52.31513785)",323.0,DE,PVA,Weferlingen,454.0,2015.0,52.31513785,11.10945192,39356
"POINT (11.10945192 52.31513785)",323.0,DE,PVA,Weferlingen,454.0,2015.0,52.31513785,11.10945192,39356
"POINT (11.10945192 52.31513785)",323.0,DE,PVA,Weferlingen,454.0,2015.0,52.31513785,11.10945192,39356
"POINT (11.10945192 52.31513785)",323.0,DE,PVA,Weferlingen,454.0,2015.0,52.31513785,11.10945192,39356
"POINT (11.18987562 51.8838184)",324.0,DE,PVA,Wegeleben,15.0,2013.0,51.8838184,11.18987562,38828
"POINT (11.73566909 50.708348)",325.0,DE,PVA,Weira,382.0,2015.0,50.708348,11.73566909,07806
"POINT (12.98047214 54.27922778)",326.0,DE,PVA,Wendorf,233.0,2015.0,54.27922778,12.98047214,18442
"POINT (12.36395855 50.72902857)",327.0,DE,PVA,Werdau,385.0,2018.0,50.72902857,12.36395855,08412
"POINT (13.72264086 52.6279925)",328.0,DE,PVA,Werneuchen 1+2,352.0,2014.0,52.6279925,13.72264086,16356
"POINT (13.72105461 52.62811451)",329.0,DE,PVA,Werneuchen 3,189.0,2015.0,52.62811451,13.72105461,16356
"POINT (13.72593539 52.62848057)",330.0,DE,PVA,Werneuchen 4,10.0,2020.0,52.62848057,13.72593539,16356
"POINT (13.72593539 52.62848057)",330.0,DE,PVA,Werneuchen 4,10.0,2020.0,52.62848057,13.72593539,16356
"POINT (13.72593539 52.62848057)",330.0,DE,PVA,Werneuchen 4,10.0,2020.0,52.62848057,13.72593539,16356
"POINT (13.72593539 52.62848057)",330.0,DE,PVA,Werneuchen 4,10.0,2020.0,52.62848057,13.72593539,16356
"POINT (13.72593539 52.62848057)",330.0,DE,PVA,Werneuchen 4,10.0,2020.0,52.62848057,13.72593539,16356
"POINT (13.72593539 52.62848057)",330.0,DE,PVA,Werneuchen 4,10.0,2020.0,52.62848057,13.72593539,16356
"POINT (13.72593539 52.62848057)",330.0,DE,PVA,Werneuchen 4,10.0,2020.0,52.62848057,13.72593539,16356
"POINT (13.72593539 52.62848057)",330.0,DE,PVA,Werneuchen 4,10.0,2020.0,52.62848057,13.72593539,16356
"POINT (13.72593539 52.62848057)",330.0,DE,PVA,Werneuchen 4,10.0,2020.0,52.62848057,13.72593539,16356
"POINT (13.72544731 52.62469797)",331.0,DE,PVA,Werneuchen 5,432.0,2021.0,52.62469797,13.72544731,16356
"POINT (13.71946836 52.62567412)",332.0,DE,PVA,Werneuchen-Deponie,322.0,2017.0,52.62567412,13.71946836,16356
"POINT (9.129340639 53.24037725)",333.0,DE,PVA,Westertimke,739.0,2021.0,53.24037725,9.129340639,27412
"POINT (12.18657182 49.90761852)",334.0,DE,PVA,Wiesau-Fürstenhof,934.0,2021.0,49.90761852,12.18657182,95676
"POINT (12.18657182 49.90761852)",334.0,DE,PVA,Wiesau-Fürstenhof,934.0,2021.0,49.90761852,12.18657182,95676
"POINT (12.18405009 49.90664237)",335.0,DE,PVA,Wiesau-Schönhaid,791.0,2021.0,49.90664237,12.18405009,95676
"POINT (12.18405009 49.90664237)",335.0,DE,PVA,Wiesau-Schönhaid,791.0,2021.0,49.90664237,12.18405009,95676
"POINT (12.35403946 51.50421887)",336.0,DE,PVA,Wiesenena,484.0,2013.0,51.50421887,12.35403946,04509
"POINT (12.35403946 51.50421887)",336.0,DE,PVA,Wiesenena,484.0,2013.0,51.50421887,12.35403946,04509
"POINT (12.35403946 51.50421887)",336.0,DE,PVA,Wiesenena,484.0,2013.0,51.50421887,12.35403946,04509
"POINT (12.35403946 51.50421887)",336.0,DE,PVA,Wiesenena,484.0,2013.0,51.50421887,12.35403946,04509
"POINT (8.082654288 53.58858806)",337.0,DE,PVA,Wihelmshaven,1136.0,2021.0,53.58858806,8.082654288,26388
"POINT (8.082654288 53.58858806)",337.0,DE,PVA,Wihelmshaven,1136.0,2021.0,53.58858806,8.082654288,26388
"POINT (8.082654288 53.58858806)",337.0,DE,PVA,Wihelmshaven,1136.0,2021.0,53.58858806,8.082654288,26388
"POINT (9.35834201 53.92743279)",338.0,DE,PVA,Wilster,76.0,2021.0,53.92743279,9.35834201,25554
"POINT (9.35834201 53.92743279)",338.0,DE,PVA,Wilster,76.0,2021.0,53.92743279,9.35834201,25554
"POINT (11.59571158 53.90534532)",339.0,DE,PVA,Wismar,859.0,2011.0,53.90534532,11.59571158,23970
"POINT (11.59571158 53.90534532)",339.0,DE,PVA,Wismar,859.0,2011.0,53.90534532,11.59571158,23970
"POINT (11.72497754 50.09155065)",340.0,DE,PVA,Witzleshofen,544.0,2015.0,50.09155065,11.72497754,95482
"POINT (11.72497754 50.09155065)",340.0,DE,PVA,Witzleshofen,544.0,2015.0,50.09155065,11.72497754,95482
"POINT (11.72497754 50.09155065)",340.0,DE,PVA,Witzleshofen,544.0,2015.0,50.09155065,11.72497754,95482
"POINT (11.72497754 50.09155065)",340.0,DE,PVA,Witzleshofen,544.0,2015.0,50.09155065,11.72497754,95482
"POINT (13.331224 53.61771128)",341.0,DE,PVA,Woggersin,557.0,2015.0,53.61771128,13.331224,17039
"POINT (13.331224 53.61771128)",341.0,DE,PVA,Woggersin,557.0,2015.0,53.61771128,13.331224,17039
"POINT (13.35400097 53.61771128)",342.0,DE,PVA,Woggersin 2,42.0,2021.0,53.61771128,13.35400097,17039
"POINT (13.35400097 53.61771128)",342.0,DE,PVA,Woggersin 2,42.0,2021.0,53.61771128,13.35400097,17039
"POINT (13.56025981 53.77211373)",343.0,DE,PVA,Wusseken,1923.0,2018.0,53.77211373,13.56025981,17392
"POINT (13.56448982 53.76788372)",344.0,DE,PVA,Wusseken 3,209.0,2019.0,53.76788372,13.56448982,17392
"POINT (13.3068555 51.37289114)",345.0,DE,PVA,Zeithain,7252.0,2018.0,51.37289114,13.3068555,01619
"POINT (13.31222436 51.37557557)",346.0,DE,PVA,Zeithain 8,1246.0,2023.0,51.37557557,13.31222436,01619
"POINT (13.29855818 51.37118287)",347.0,DE,PVA,Zeithain 9,21.0,2024.0,51.37118287,13.29855818,01619
"POINT (12.48405478 50.70714601)",348.0,DE,PVA,Zwickau 2,277.0,2024.0,50.70714601,12.48405478,08056
"POINT (12.53053169 50.72662567)",349.0,DE,PVA,Zwickau Gärtnerei,512.0,2022.0,50.72662567,12.53053169,08066
"POINT (12.53053169 50.72662567)",349.0,DE,PVA,Zwickau Gärtnerei,512.0,2022.0,50.72662567,12.53053169,08066
"POINT (12.53053169 50.72662567)",349.0,DE,PVA,Zwickau Gärtnerei,512.0,2022.0,50.72662567,12.53053169,08066
"POINT (12.53053169 50.72662567)",349.0,DE,PVA,Zwickau Gärtnerei,512.0,2022.0,50.72662567,12.53053169,08066
"POINT (12.09935039 51.44741013)",350.0,DE,PVA,Zwintschöna 1+2,359.0,2015.0,51.44741013,12.09935039,06184
"POINT (12.35924563 51.52894816)",351.0,DE,PVA,Zwochau,374.0,2013.0,51.52894816,12.35924563,04509
